query_name,matched_name,creator_id,total_results,count__free-music-archive,count__laion-disco-12m,count__sleeping-disco-9m,count__spotify-tracks-dataset,present_datasets,used_by_datasets,used_by_companies,flag
Adolph Green,Adolph Green,f717fab6-b501-4cc9-91cd-6740dea46511,61,0,48,13,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Adrienne Cooper,Adrienne Cooper,aff452f1-d3a7-48fc-b085-4cf9cbc947b4,1,0,0,1,0,sleeping-disco-9m,,,PRESENT
Agi Jambor,Agi Jambor,5f849b79-ee25-47cc-8475-0a60df132651,3,0,3,0,0,laion-disco-12m,,,PRESENT
Agnes Zimmermann,,,0,,,,,,,,NONE
Ahuva Ozeri,Ahuva Ozeri,e9cff8d6-046c-48e7-81de-7be87be1b694,63,0,63,0,0,laion-disco-12m,,,PRESENT
Al Cohn,Al Cohn,996b444f-2f1c-4f41-bb85-c3b9a709c9bf,181,0,181,0,0,laion-disco-12m,,,PRESENT
Al Dubin,,,0,,,,,,,,NONE
Al Goodman,Al Goodman,2VFOnsw93jkhuZMIfNMuP5,1,0,1,0,0,laion-disco-12m,,,PRESENT
Al Hoffman,Al Hoffman,17051835-d7f4-45ee-b985-a9a640b570fd,22,0,17,4,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Al Jolson,Al Jolson,5611a8e8-1521-4919-a531-2689bbb57ce4,223,12,191,20,0,free-music-archive;laion-disco-12m;sleeping-disco-9m,free-music-archive,Google;Stability AI,USED_BY
Al Kooper,Al Kooper,d6bee229-1957-4891-8d44-c56ac7ea259e,164,0,151,13,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Al Lewis (lyricist),,,0,,,,,,,,NONE
Al Sherman,Al Sherman,7jSjq85K3F50qHjh6lZgE7,1,0,1,0,0,laion-disco-12m,,,PRESENT
Al Stillman,Al Stillman,f02bc184-12ba-40d4-909a-bd45b0e72ab6,1,0,1,0,0,laion-disco-12m,,,PRESENT
Alan Jay Lerner,Alan Jay Lerner,56b7ad8e-3c4f-4f14-914d-f2852d147c2e,23,0,23,0,0,laion-disco-12m,,,PRESENT
Alan Menken,Alan Menken,817c68f4-e110-4529-82fa-aec902e9768f,345,0,176,112,57,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Alan Myers (drummer),,,0,,,,,,,,NONE
Alan Rubin,,,0,,,,,,,,NONE
Alan Vega,Alan Vega,dd720ac8-1c68-4484-abb7-0546413a55e3,47,9,3,35,0,free-music-archive;laion-disco-12m;sleeping-disco-9m,free-music-archive,Google;Stability AI,USED_BY
Alan Weiss (musician),,,0,,,,,,,,NONE
Alan and Marilyn Bergman,,,0,,,,,,,,NONE
Alana Haim,,,0,,,,,,,,NONE
Alanis Morissette,Alanis Morissette,4bdcee62-4902-4773-8cd1-e252e2e31225,261,0,146,113,2,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Albert Gabbai,,,0,,,,,,,,NONE
Albert Hague,Albert Hague,43828e29-c6be-446d-a567-fdbd1952463e,1,0,1,0,0,laion-disco-12m,,,PRESENT
Albert Salomon (musician),,,0,,,,,,,,NONE
Albert Stern (violinist),,,0,,,,,,,,NONE
Albert Von Tilzer,Albert von Tilzer,83afc8c8-7f20-461c-bb77-a47997e19373,2,0,0,2,0,sleeping-disco-9m,,,PRESENT
Alberto Franchetti,Alberto Franchetti,4eb3a73b-9fbd-4cf4-8587-bad0a43a56e1,1,0,1,0,0,laion-disco-12m,,,PRESENT
Alberto Mizrahi,Alberto Mizrahi,7a7ca672-c754-4ccc-b9c0-e3c00a96427c,6,0,6,0,0,laion-disco-12m,,,PRESENT
Aldo Ferraresi,,,0,,,,,,,,NONE
Aldo Finzi (composer),,,0,,,,,,,,NONE
Alec Benjamin,Alec Benjamin,21a14ee3-cede-420a-9d6d-a33517d2f952,159,0,86,51,22,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Alex Band,Alex Band,b7b1d45e-40c7-4693-a754-86ef7b51c9ae,28,0,21,7,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alex Clare,Alex Clare,e8c8a3c3-29b6-421e-b977-fb6796231d41,116,0,80,35,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Alex Feder,,,0,,,,,,,,NONE
Alex Greenwald,Alex Greenwald,8d15eb91-9679-476c-bda5-2cb879b4ff9f,1,0,0,1,0,sleeping-disco-9m,,,PRESENT
Alex Skolnick,Alex Skolnick,47641f4f-f92a-4a68-bf4b-d94d9df9c5d7,2,0,2,0,0,laion-disco-12m,,,PRESENT
Alexa Swinton,,,0,,,,,,,,NONE
Alexander 23,Alexander 23,257b03c5-85b7-4ce9-84b4-6e24aa888205,68,0,54,14,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alexander Braginsky,,,0,,,,,,,,NONE
Alexander Brailowsky,,,0,,,,,,,,NONE
Alexander Gilman,,,0,,,,,,,,NONE
Alexander Goehr,Alexander Goehr,78767e76-acfd-4682-98c1-fa54a0d224cb,9,0,9,0,0,laion-disco-12m,,,PRESENT
Alexander Goldenweiser (composer),,,0,,,,,,,,NONE
Alexander Kipnis,Alexander Kipnis,617e5e6d-555f-4655-8907-0d0a4f075cf1,8,0,8,0,0,laion-disco-12m,,,PRESENT
Alexander Knaifel,Alexander Knaifel,2WkHqiliLGkfGMxnzM5AYI,1,0,1,0,0,laion-disco-12m,,,PRESENT
Alexander Krein,Alexander Krein,e560485a-d7ba-463e-9342-96eeee162725,2,0,2,0,0,laion-disco-12m,,,PRESENT
Alexander Melnikov (pianist),,,0,,,,,,,,NONE
Alexander Mogilevsky,Alexander Mogilevsky,eff60a6e-e344-49d8-a5bf-cbf15793b710,1,0,1,0,0,laion-disco-12m,,,PRESENT
Alexander Mordukhovich,,,0,,,,,,,,NONE
Alexander Olshanetsky,Alexander Olshanetsky,c16548d3-81d3-485b-af71-a700d38ad897,1,0,1,0,0,laion-disco-12m,,,PRESENT
Alexander Rosenbaum,,,0,,,,,,,,NONE
Alexander Schneider,Alexander Schneider,3FmSPB37SnkuQyAFOT8XxU,124,0,124,0,0,laion-disco-12m,,,PRESENT
Alexander Smallens,Alexander Smallens,a5b07af1-cde0-4570-8de7-bdcc7aa18761,18,0,18,0,0,laion-disco-12m,,,PRESENT
Alexander Uninsky,,,0,,,,,,,,NONE
Alexander Uriah Boskovich,,,0,,,,,,,,NONE
Alexander Veprik,,,0,,,,,,,,NONE
Alexander Zuntz,,,0,,,,,,,,NONE
Alexander von Zemlinsky,Alexander von Zemlinsky,51ff9f19-22de-43d2-a8df-748b062e557a,80,0,50,30,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alexandra Silber,Alexandra Silber,37f62576-5b45-4c36-bcb7-38455a7c6ae5,8,0,0,8,0,sleeping-disco-9m,,,PRESENT
Alexandre Rabinovitch-Barakovsky,Alexandre Rabinovitch-Barakovsky,51a96de0-55c5-4abf-bf18-47b37856605a,3,0,3,0,0,laion-disco-12m,,,PRESENT
Alexandre Tansman,Alexandre Tansman,de3be6af-7887-41db-b708-b3b1c0354ef6,46,0,40,6,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alexis Weissenberg,Alexis Weissenberg,3853264a-83d9-4197-9de3-c0157a9f7266,167,0,162,5,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alfred Grünfeld,,,0,,,,,,,,NONE
Alfred Hertz,,,0,,,,,,,,NONE
Alfred Mendelsohn,,,0,,,,,,,,NONE
Alfred Schnittke,Alfred Schnittke,2382cbc9-dd4e-4fc8-a92e-5391f70bd3b2,114,0,101,13,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alfred Wallenstein,Alfred Wallenstein,3947fe45-7434-4044-bbe4-e462e8929f57,39,0,39,0,0,laion-disco-12m,,,PRESENT
Alice Cohen,,,0,,,,,,,,NONE
Alice Fitoussi,,,0,,,,,,,,NONE
Alice Herz-Sommer,,,0,,,,,,,,NONE
Alicia Jo Rabins,,,0,,,,,,,,NONE
Alicia Svigals,Alicia Svigals,46f297eb-4ced-42f7-ab7c-686fa48cbba6,1,0,1,0,0,laion-disco-12m,,,PRESENT
Alisan Porter,Alisan Porter,f87e19fb-1590-4f62-ae7d-a973c1efbc1b,63,0,46,17,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alisha (singer),,,0,,,,,,,,NONE
Alix Dobkin,Alix Dobkin,32eacb5b-4e88-495a-ad38-330b4b0da58e,11,0,0,11,0,sleeping-disco-9m,,,PRESENT
Allan Jaffe,,,0,,,,,,,,NONE
Allan Moon,,,0,,,,,,,,NONE
Allan Sherman,Allan Sherman,c8abe225-1f22-4c1e-a644-4d86c33d43f7,178,0,146,32,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Allee Willis,Allee Willis,54e105a9-4515-47e2-8953-9b5f9cdcbf1c,1,0,1,0,0,laion-disco-12m,,,PRESENT
Allie Wrubel,Allie Wrubel,191034d6-cfca-4e50-b8cb-3016441e2cc3,4,0,2,2,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alma Gluck,Alma Gluck,c52f7dab-6e10-4b32-9afe-d694e860c95f,1,1,0,0,0,free-music-archive,free-music-archive,Google;Stability AI,USED_BY
Alon De Loco,Alon De Loco,0f24faff-831b-4ede-8012-2607e7091e8a,28,0,28,0,0,laion-disco-12m,,,PRESENT
Alon Eder,Alon Eder,62340ac3-3d6a-4623-bc4b-f6a0323cc49d,148,0,148,0,0,laion-disco-12m,,,PRESENT
Alon Goldstein,Alon Goldstein,14e0aa10-b370-44cb-939d-0f903276dea1,16,0,16,0,0,laion-disco-12m,,,PRESENT
Alon Sariel,Alon Sariel,d1ae5de1-a8b5-4b2e-95d7-6f171ffb980e,3,0,3,0,0,laion-disco-12m,,,PRESENT
Alona Tal,Alona Tal,5opBzMG052lJhxkiuxxNgp,3,0,3,0,0,laion-disco-12m,,,PRESENT
Amadeus Quartet,Amadeus Quartet,7bf0b7e0-ce0b-411e-9977-aed8e67172a1,167,0,167,0,0,laion-disco-12m,,,PRESENT
Amal Murkus,Amal Murkus,35Or8bOOKNt9UJKHcySKdP,3,0,2,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Amalie Mauthner,,,0,,,,,,,,NONE
Ames Brothers,,,0,,,,,,,,NONE
Ami Maayani,,,0,,,,,,,,NONE
Amir Katz,,,0,,,,,,,,NONE
Amir Shpilman,,,0,,,,,,,,NONE
Amit Farkash,Amit Farkash,8a54112b-81cc-4783-a278-ed4a73e30329,1,0,1,0,0,laion-disco-12m,,,PRESENT
Amit Golan,,,0,,,,,,,,NONE
Amit Peled,Amit Peled,d30a695e-af01-4661-bddb-39830419c603,8,0,8,0,0,laion-disco-12m,,,PRESENT
Amit Ulman,Amit Ulman,48b9debe-b36c-4fe1-b7ea-ac99b837305a,7,0,7,0,0,laion-disco-12m,,,PRESENT
Amnon Wolman,Amnon Wolman,c39e10d1-1d3b-4231-814d-8c30208cf5f2,1,1,0,0,0,free-music-archive,free-music-archive,Google;Stability AI,USED_BY
Amos Meller,,,0,,,,,,,,NONE
Amy Winehouse,Amy Winehouse,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,261,0,148,100,13,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Anatol Ugorski,Anatol Ugorski,4ec01cb3-dd89-465f-b36b-1d6c5e60d6e1,152,0,151,0,1,laion-disco-12m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Anatol Vieru,,,0,,,,,,,,NONE
Andor Földes,Andor Foldes,0Jiyk8B60aQIQMElIbZiyk,118,0,118,0,0,laion-disco-12m,,,PRESENT
Andre Hajdu,,,0,,,,,,,,NONE
Andre Kostelanetz,Andre Kostelanetz,58f94ab2-b68f-4647-963d-4b922a91b15b,166,0,151,15,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Andreja Preger,,,0,,,,,,,,NONE
Andrew Lippa,Andrew Lippa,5bc8b2e3-2827-4eb4-b7c8-709468bda438,52,0,14,38,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Andrew Weiss (musician),,,0,,,,,,,,NONE
András Mihály,,,0,,,,,,,,NONE
András Schiff,,,0,,,,,,,,NONE
André Gedalge,,,0,,,,,,,,NONE
André Gertler,,,0,,,,,,,,NONE
André Previn,André Previn,06538137-47eb-4dd6-bb78-5c8afa1a1885,510,0,492,17,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
André Tchaikowsky,,,0,,,,,,,,NONE
Andy Kaufman,Andy Kaufman,03bbb0b7-20ff-4253-889e-3c003e05b0e1,2,0,0,2,0,sleeping-disco-9m,,,PRESENT
Andy Narell,Andy Narell,c92dfc72-67eb-4897-8948-0eb11b4d28b9,4,0,3,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Andy Samberg,Andy Samberg,8e11d376-651d-4bfe-a4b4-2f47da53b959,4,0,2,2,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Andy Shernoff,,,0,,,,,,,,NONE
Andy Statman,Andy Statman,5a3586cd-87a7-41b2-ad60-7d83d6363afd,2,0,2,0,0,laion-disco-12m,,,PRESENT
Angela Buchdahl,,,0,,,,,,,,NONE
Ania Bukstein,Ania Bukstein,a55cc7c7-8107-4d72-91ce-cfeeb6ee640f,21,0,21,0,0,laion-disco-12m,,,PRESENT
Ania Dorfmann,,,0,,,,,,,,NONE
Anita Ellis,Anita Ellis,3b0f5df6-d5e8-47cf-a724-04d30e1ce2f7,118,0,115,3,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Anita Kamien,,,0,,,,,,,,NONE
Anita Lasker-Wallfisch,,,0,,,,,,,,NONE
Ann Ronell,,,0,,,,,,,,NONE
Ann Schein Carlyss,,,0,,,,,,,,NONE
Anna Held,,,0,,,,,,,,NONE
Anna Stella Schic,,,0,,,,,,,,NONE
Anne Bredon,,,0,,,,,,,,NONE
Anne Kalmering,,,0,,,,,,,,NONE
Annie Fischer,Annie Fischer,dee5df27-3e69-41c2-a327-1ca9beef194e,157,0,157,0,0,laion-disco-12m,,,PRESENT
Annie Hardy,,,0,,,,,,,,NONE
Anshel Brusilow,Anshel Brusilow,b10194a5-fd38-4aef-bcf6-d6ad9ca4b636,13,0,13,0,0,laion-disco-12m,,,PRESENT
Anshel Schorr,,,0,,,,,,,,NONE
Anthony Coleman,,,0,,,,,,,,NONE
Anthony Roth Costanzo,Anthony Roth Costanzo,65cc63c6-b2c4-446c-a286-5bea0e420521,13,0,12,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Anton Kuerti,Anton Kuerti,4ec16955-202c-426c-80cd-d393245f3e80,13,0,10,3,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Anton Rubinstein,Anton Rubinstein,0f4d7f2c-69e9-4795-90f8-024b29a67cbe,108,0,96,12,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Anton Schwartz,,,0,,,,,,,,NONE
Antonia Bennett,Antonia Bennett,7wqQdvcdUzElRrl5pSytMx,2,0,1,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Ari Axelrod,,,0,,,,,,,,NONE
Ari Borovoy,,,0,,,,,,,,NONE
Ari Gold (musician),,,0,,,,,,,,NONE
Ari Goldwag,Ari Goldwag,a697ac23-9d82-45db-9c19-d72babbccfc9,133,0,133,0,0,laion-disco-12m,,,PRESENT
Ari Herstand,Ari Herstand,1dac171a-4161-4d0e-aefe-dce88a2af75a,22,0,0,22,0,sleeping-disco-9m,,,PRESENT
Ari Lesser,Ari Lesser,e2e62fc7-e831-43c0-9909-a33d2bd95c18,87,0,84,3,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Arianna Zukerman,,,0,,,,,,,,NONE
Arie Shapira,,,0,,,,,,,,NONE
Arie Vardi,Arie Vardi,ae26b737-a119-4a32-af73-04cd9214be1b,21,0,21,0,0,laion-disco-12m,,,PRESENT
Ariel Pink,Ariel Pink,5882e375-503f-4bd2-89b1-967e0bfcb199,233,1,133,96,3,free-music-archive;laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,free-music-archive,Google;Stability AI,USED_BY
Ariel Rechtshaid,Ariel Rechtshaid,53ba7b2d-06c4-432a-81cc-ca7525adfec1,1,0,0,1,0,sleeping-disco-9m,,,PRESENT
Ariel Zilber,Ariel Zilber,91a0e0b2-732a-4ee4-8aaa-76edf50a1c9a,119,0,119,0,0,laion-disco-12m,,,PRESENT
Ariel Zuckermann,,,0,,,,,,,,NONE
Arik Marshall,,,0,,,,,,,,NONE
Arik Rudich,Arik Rudich,def38cde-4b77-4450-8a70-ba490ee22715,1,0,1,0,0,laion-disco-12m,,,PRESENT
Arik Sinai,Arik Sinai,96855582-f799-4c15-976f-17518eb6d633,114,0,114,0,0,laion-disco-12m,,,PRESENT
Arkady Gendler,,,0,,,,,,,,NONE
Arlene Alda,,,0,,,,,,,,NONE
Arli Liberman,Arli Liberman,9fa31942-5bad-4913-af56-5efb9ad06fd3,2,0,1,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Arlo Guthrie,Arlo Guthrie,b8efe8ac-45db-4a71-bb51-c1503986172f,212,0,146,66,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Arnaldo Cohen,,,0,,,,,,,,NONE
Arnold Horwitt,,,0,,,,,,,,NONE
Arnold Mendelssohn,Arnold Mendelssohn,571b5a15-fe5a-42d0-916e-25e27b9ea9de,1,0,1,0,0,laion-disco-12m,,,PRESENT
Arnold Rosé,,,0,,,,,,,,NONE
Arnold Schoenberg,Arnold Schoenberg,9b490b96-ad82-4d7b-9055-f0a196ad64cc,406,0,348,58,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Arnold Steinhardt,Arnold Steinhardt,7f967c30-f8c7-445b-b55f-ad9efcf3137f,3,0,3,0,0,laion-disco-12m,,,PRESENT
Arnon Erez,,,0,,,,,,,,NONE
Aron Magner,,,0,,,,,,,,NONE
Art Garfunkel,Art Garfunkel,fc0a5289-4b77-4246-9c8d-857c8b617f5d,157,0,123,34,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Art Lande,Art Lande,1zWgZuVw0gyzxdnc61Ok7y,14,0,14,0,0,laion-disco-12m,,,PRESENT
Art Shryer,,,0,,,,,,,,NONE
Arthur Altman,,,0,,,,,,,,NONE
Arthur Benjamin,Arthur Benjamin,f0b0107d-b07c-43b8-b46a-aa3e87a43c83,12,0,10,2,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Arthur Fiedler,Arthur Fiedler,7c0ae486-bab5-410f-9ece-255c11f4876d,180,0,166,8,6,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Arthur Fields,Arthur Fields,2ecfa8f1-0354-4eb6-af83-6c29c73017b7,16,6,0,10,0,free-music-archive;sleeping-disco-9m,free-music-archive,Google;Stability AI,USED_BY
Arthur Freed,Arthur Freed,80cb9ce6-e1c7-4211-91fa-36cedde0ce66,36,0,36,0,0,laion-disco-12m,,,PRESENT
Arthur Friedheim,,,0,,,,,,,,NONE
Arthur Gershwin,,,0,,,,,,,,NONE
Arthur Loesser,Arthur Loesser,470403d6-ef81-47b5-a087-80d4ae11d4aa,1,0,1,0,0,laion-disco-12m,,,PRESENT
Arthur Lourié,,,0,,,,,,,,NONE
Arthur Rubinstein,Arthur Rubinstein,7cc89d05-3db5-4d08-bea0-9c328aa56c39,278,0,259,19,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Arthur Schwartz,Arthur Schwartz,318ea4ad-6319-41a0-8382-23cd34f4e33b,9,0,8,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Arthur Tracy,Arthur Tracy,0699d65f-fe02-47b6-9a7b-3439025cf281,1,0,0,1,0,sleeping-disco-9m,,,PRESENT
Arthur Willner,,,0,,,,,,,,NONE
Artie Kornfeld,,,0,,,,,,,,NONE
Artie Shaw,Artie Shaw,85545102-7c29-4707-aea2-30ff55018df9,173,0,139,34,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Artie Singer,,,0,,,,,,,,NONE
Artur Bodanzky,Artur Bodanzky,3cd4c054-8542-4294-9e23-a3384aabc411,5,0,5,0,0,laion-disco-12m,,,PRESENT
Artur Schnabel,Artur Schnabel,3b3d28fa-caaf-46ed-a545-29558adf25ec,162,0,142,20,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Aryeh Kunstler,Aryeh Kunstler,79b404bc-94a4-4e54-8e34-cc1c860fc27e,40,0,40,0,0,laion-disco-12m,,,PRESENT
Aryeh Moskona,Aryeh Moskona,5AiIWkaTfnUQzPBPckRLzR,1,0,1,0,0,laion-disco-12m,,,PRESENT
Aryeh Nussbaum Cohen,,,0,,,,,,,,NONE
Asher Swissa,ASHER SWISSA,541c9765-26c4-4e81-b5f1-212fe2764103,56,0,52,4,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Ashley Tisdale,Ashley Tisdale,1fa14a96-c25c-4bb7-b94d-ff453519eab3,156,0,97,59,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Astrith Baltsan,,,0,,,,,,,,NONE
Atar Arad,Atar Arad,02ade0dd-903c-4493-845e-19b20e4b3e0f,5,0,5,0,0,laion-disco-12m,,,PRESENT
